"","date","gdp","gdph","jgdp","c","ch","jc","jgf","jgs","jgse","jgsi","ptgh","ptgsh","ptgfh","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfbusx","gftfpe","pcw","gdppothq","gdppotq","recessq","cpiu_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gftfp_g","yptu_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g_g","cola_rate_g","gftfp_before_cola_g","health_ui_g","gftfp_noCOLA_g","gfrpt_g_g","gfrpri_g_g","gfrcp_g_g","gfrs_g_g","yptmr_g_g","yptmd_g_g","gfrptCurrentLaw_g_g","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","yq","unemployment_insurance_override","federal_unemployment_insurance_override","state_unemployment_insurance_override","fshare","historical","forecast_period","gftfpnet_g","gstfp_g","gstfpnet_g","gfeghhx_g","gfeghdx_g","gfsub_g","gssub_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g","gdp_g_cumulative_growth","gdph_g_cumulative_growth","jgdp_g_cumulative_growth","gdppotq_g_cumulative_growth","gdppothq_g_cumulative_growth","g_g_cumulative_growth","gf_g_cumulative_growth","gs_g_cumulative_growth","jgf_g_cumulative_growth","jgs_g_cumulative_growth","jgse_g_cumulative_growth","jgsi_g_cumulative_growth","gfeg_g_cumulative_growth","gfeghhx_g_cumulative_growth","gfeghdx_g_cumulative_growth","gfeigx_g_cumulative_growth","gfrpt_g_cumulative_growth","gsrpt_g_cumulative_growth","gfrs_g_cumulative_growth","gsrs_g_cumulative_growth","gfrcp_g_cumulative_growth","gsrcp_g_cumulative_growth","gfrpri_g_cumulative_growth","gsrpri_g_cumulative_growth","gftfp_g_cumulative_growth","gstfp_g_cumulative_growth","yptmd_g_cumulative_growth","yptmr_g_cumulative_growth","gssub_g_cumulative_growth","gfsub_g_cumulative_growth","c_g_cumulative_growth","jc_g_cumulative_growth","gdp_forecast","gdph_forecast","jgdp_forecast","gdppotq_forecast","gdppothq_forecast","g_forecast","gs_forecast","gf_forecast","jgf_forecast","jgs_forecast","jgse_forecast","jgsi_forecast","gfeg_forecast","gfeghhx_forecast","gfeghdx_forecast","gfeigx_forecast","gfrpt_forecast","gsrpt_forecast","gfrs_forecast","gsrs_forecast","gfrcp_forecast","gsrcp_forecast","gfrpri_forecast","gsrpri_forecast","gftfp_forecast","gstfp_forecast","yptmd_forecast","yptmr_forecast","gssub_forecast","gfsub_forecast","c_forecast","jc_forecast","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet"
"63",1985-09-30,4386.8,8013.7,54.757,2754.1,5162.5,53.355,51.795,40.283,38.834,47,1.93,0.68,1.26,70.3,40.1,15,405.6,10.6,421.5,311.9,81.7,927.4,284.6,53.349,463.1,464.3,894.2,1152.7,340,46.8,60.8,279.7,312.5,76.4,81.5,265.1,20.9,4.9,93.1,571.6,NA,NA,20.036,21,0.3,21.3,14.516,NA,107.133333333333,8093.9,4430.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.551921245,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1320419245,17.9679580755,54.2679580755,70.9679580755,334.6320419245
"64",1985-12-31,4444.1,8073.2,55.042,2779.4,5173.6,53.727,52.135,40.656,39.224,47.28,0.35,0.32,0.02,71.6,41.1,15.6,408.3,11,428.9,313.9,79.5,938.6,291.1,53.722,466.4,472.1,894.7,1161.5,345.2,45.4,59,285.9,312.9,78.1,83.7,268.5,20.5,5.2,95.4,582.2,NA,NA,21.184,21.7,0.3,22,15.088,NA,108.2,8167.9,4496.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.551921245,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6839631695,18.4160368305,55.4160368305,72.7160368305,335.5839631695
"65",1986-03-31,4507.9,8148.6,55.313,2823.6,5218.9,54.108,52.003,40.825,39.368,47.574,0.66,0.78,-0.12,73,42.1,15.6,419.9,11.3,426.3,317.5,84.4,946.8,298.2,54.105,464,482.8,892.2,1182.9,341.8,44.5,63,292.7,322.7,79.7,84.5,273,21.4,5.5,97.2,595.9,NA,NA,19.72,22.8,0.3,23.1,15.12,NA,108.666666666667,8241.3,4559.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.55498755,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.364975855,18.735024145,56.335024145,73.835024145,346.064975855
"66",1986-06-30,4545.3,8185.3,55.507,2851.5,5275.7,54.051,51.873,41.005,39.486,48.063,1.75,0.42,1.33,74.5,43.1,16.4,425.6,11.7,429.4,319.5,85.5,967.5,301.9,54.049,477.8,489.7,921.1,1194.4,344.4,42.9,63.4,296.1,325.6,83.8,85,276.6,22,5.8,100,605.5,NA,NA,20.556,23.9,0.3,24.2,15.848,NA,107.933333333333,8314.4,4617,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.55498755,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.919963405,19.180036595,59.880036595,76.080036595,349.519963405
"67",1986-09-30,4607.7,8263.6,55.771,2917.2,5369,54.336,51.947,41.36,39.824,48.501,1.87,0.4,1.47,76,44.1,17,433.1,12.1,439.5,326.2,86.9,993.6,306.9,54.334,495.1,498.5,953,1205.5,352,43.8,64.6,300.8,330.8,86.7,87.5,282.3,22.4,6.1,102.3,616.5,NA,NA,21.284,25.1,0.3,25.5,16.448,NA,108.5,8387.5,4676.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.55498755,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.474950955,19.625049045,62.225049045,77.825049045,355.274950955
"68",1986-12-31,4657.6,8308,56.102,2952.8,5402,54.665,52.006,41.886,40.349,49.026,-0.33,0.14,-0.48,77.6,45.2,16.9,435.8,12.7,456,330.4,97.9,996.4,312.6,54.662,489.8,506.6,941.8,1209.5,364.2,43.6,73.1,306.2,332,79.5,91.8,286.8,24.8,6.4,103.8,626.3,NA,NA,18.32,26.5,0.3,26.8,16.408,NA,109.2,8460.4,4743.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.55498755,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.08543726,20.11456274,54.41456274,78.71456274,357.08543726
"69",1987-03-31,4722.2,8369.9,56.427,2983.5,5407.4,55.179,51.917,42.485,41.003,49.34,0.54,0.23,0.3,79.6,46.2,15.5,441.9,12.7,450.7,336,98.7,1008.7,317.4,55.175,492.1,516.5,947.9,1215.9,358.3,44.1,76,310.7,338.1,76.9,92.4,291.9,22.7,6.7,103.8,637.8,NA,NA,18.76,28,0.3,28.3,14.996,NA,110.666666666667,8532.9,4814.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.553606548,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5766225176,20.6233774824,51.3233774824,78.2233774824,363.6766225176
"70",1987-06-30,4806.2,8460.2,56.81,3053.3,5481.2,55.711,52.164,43.004,41.542,49.755,0.7,0.1,0.6,81.1,47.3,15.1,447.5,12.9,511.7,344.4,111.8,1025.2,321.5,55.706,501.2,524,960.8,1218.6,410.2,45.8,87.3,314.5,342.5,80.2,101.5,298.5,24.5,7,105,646.9,NA,NA,19.56,30.2,0.3,30.4,14.58,NA,111.966666666667,8604.9,4888.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.553606548,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1855897204,21.1144102796,54.0144102796,78.8144102796,368.6855897204
"71",1987-09-30,4884.6,8533.6,57.248,3117.4,5543.7,56.239,52.541,43.518,42.069,50.198,0.13,0.15,-0.02,82.3,48.4,14.4,449.4,13.5,489,352.4,116.2,1036.2,326.3,56.232,504.1,532.1,959.5,1222.8,394.9,46.4,91.3,319,343.5,78.2,94.1,306,24.8,7.3,106,656.4,NA,NA,18.828,31,0.3,31.3,13.992,NA,113.166666666667,8676.5,4966.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.553606548,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7945569232,21.6054430768,51.4054430768,79.2054430768,370.2945569232
"72",1987-12-31,5008,8680.2,57.678,3150.9,5555.5,56.725,52.651,43.778,42.326,50.464,1.33,0.58,0.75,83.3,49.4,13.5,452.8,13.7,507,357.4,110.7,1056,333.3,56.718,513.7,542.3,975.7,1238.9,408.5,47.4,87.1,325.6,346.2,78.2,98.4,310,23.6,7.7,106.6,668.1,NA,NA,18.696,30.8,0.3,31.1,13.108,NA,114.166666666667,8748.1,5047.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.553606548,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3481634712,22.0518365288,50.8518365288,79.2518365288,373.5481634712
"73",1988-03-31,5073.4,8725,58.124,3231.9,5653.6,57.173,53.369,44.003,42.514,50.87,-0.67,0.48,-1.15,83.4,50.9,13.9,470.3,14.2,502.1,365.2,108,1056.9,352.7,57.165,505.8,551.1,947.7,1252.6,402.6,49.6,84.5,344.7,361.1,84.1,99.4,315.7,23.4,8,109.2,678.6,NA,NA,18.972,30,0.3,30.4,13.496,NA,114.933333333333,8819.1,5128.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.562726943,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.6428013987,22.2571986013,55.4571986013,80.5571986013,389.7428013987
"74",1988-06-30,5190,8839.6,58.704,3291.7,5695.3,57.805,53.893,44.432,42.972,51.151,0.29,0.55,-0.26,85,52.2,13.2,473.4,14.8,497.8,372.5,115.3,1070.4,360,57.797,506.9,563.5,940.6,1268.4,400.6,49.3,90,351.7,362.9,84.1,97.2,323.2,25.2,8.3,110.5,693.1,NA,NA,19.836,29.5,0.3,29.8,12.736,NA,116.2,8890.2,5219.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.562726943,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.3743464246,22.8256535754,54.7256535754,81.1256535754,392.2743464246
"75",1988-09-30,5282.8,8891.4,59.423,3361.9,5745.9,58.517,54.201,44.806,43.354,51.481,0.03,0.2,-0.16,87,53.7,13.2,478.8,15.1,506.7,377.5,125.1,1078.2,366.2,58.509,507.4,570.8,936.1,1274.1,402.5,50.2,97.8,357.7,366.1,87,104.1,327.3,27.3,8.5,112.7,703.2,NA,NA,20.388,28.9,0.4,29.2,12.776,NA,117.733333333333,8960.9,5324.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.562726943,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2184368391,23.4815631609,56.7815631609,82.4815631609,396.3184368391
"76",1988-12-31,5399.5,9009.9,59.97,3434.5,5811.3,59.108,54.638,45.319,43.916,51.753,1.62,0.52,1.09,89.7,55.4,13,484.9,15.4,517.2,382.6,130.9,1109.9,373.7,59.101,525.6,584.3,962.1,1289.4,409.6,50.2,102.7,365,370,87.7,107.6,332.4,28.2,8.7,114.9,720.1,NA,NA,19.284,28.2,0.4,28.6,12.652,NA,118.933333333333,9031.6,5412.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.562726943,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1750726422,24.2249273578,56.5249273578,83.7249273578,401.1750726422
"77",1989-03-31,5511.3,9101.5,60.547,3490.2,5838.2,59.787,55.043,45.915,44.582,52.003,-0.34,0.35,-0.69,93.8,57.4,13.6,508.2,15.9,552.9,391,132.7,1116.6,379.7,59.781,519.9,596.7,944.5,1299.8,439.5,50.8,104.9,370.9,390.3,88.7,113.4,340.2,27.8,8.8,117.8,736.6,NA,NA,20.192,27.6,0.4,28,13.16,NA,120.366666666667,9102.1,5511.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.499673934,24.900326066,56.200326066,85.300326066,422.799673934
"78",1989-06-30,5612.5,9171,61.202,3553.8,5865.5,60.593,55.447,46.538,45.245,52.425,1.26,0.48,0.78,96.9,59.6,13.7,515.7,16.3,566.7,397.5,118.7,1145.8,384.3,60.588,534.3,611.5,963.7,1314.2,448.4,49.2,94.4,375.4,394.6,89.1,118.3,348.2,24.2,8.9,121,755.1,NA,NA,19.936,27,0.4,27.4,13.316,NA,122.4,9172.4,5613.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.745306036,25.854693964,55.354693964,87.254693964,428.345306036
"79",1989-09-30,5695.4,9238.9,61.656,3609.4,5922.3,60.95,55.723,46.974,45.69,52.814,0.75,0.42,0.32,99.7,61.9,14.6,524.7,16.7,571.6,403.9,114.4,1164.6,388.9,60.946,541.4,623.2,971.6,1326.9,457.1,50,91.6,379.8,399.1,95,114.5,353.9,22.8,9,125.6,770.4,NA,NA,18.832,26.7,0.4,27.1,14.22,NA,123.266666666667,9242.4,5697.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.047557779,26.852442221,59.952442221,90.552442221,434.147557779
"80",1989-12-31,5747.2,9257.1,62.077,3653.7,5948,61.43,55.923,47.581,46.361,53.105,0.42,0.59,-0.17,102.3,64.4,15.8,535.8,17.1,579.8,403,113.5,1180.5,394.9,61.427,540.8,639.7,967.1,1344.6,467.4,48.9,91.4,385.6,405.1,94.5,112.4,354.2,22.1,9.3,130.6,790,NA,NA,20.492,26.9,0.4,27.3,15.38,NA,124.4,9311.6,5781,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.56619641,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.463048804,27.936951196,58.036951196,94.136951196,441.563048804
"81",1990-03-31,5872.7,9358.3,62.753,3737.9,5998.1,62.32,56.315,48.254,47.096,53.487,1.33,0.69,0.63,104.3,66.6,16.4,556.2,17.3,582.5,419.5,112.5,1212.5,403.5,62.319,553.7,658.8,983.2,1365.4,463.2,50.3,91.1,394,421.1,99.9,119.4,369.3,21.4,9.5,135.2,811.4,NA,NA,21.448,26.8,0.4,27.1,16.048,NA,126.566666666667,9379,5885.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5227759294,28.0772240706,61.3772240706,96.6772240706,459.6227759294
"82",1990-06-30,5960,9392.3,63.455,3783.4,6016.3,62.886,57.282,48.752,47.598,53.959,0.13,0.08,0.05,106.5,70.3,17.1,567.5,17.9,594.6,419.5,116.8,1230.7,408.8,62.886,563.9,666.8,984.5,1367.9,472,50.8,94.7,399,426.3,103.2,122.6,368.7,22.1,9.9,141.3,824.1,NA,NA,20.184,26.6,0.4,27,16.632,NA,127.666666666667,9444.9,5993.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.578420059,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6629301477,29.6370698523,62.5370698523,100.6370698523,466.9629301477
