,date,gdp,gdppotq,federal_nom,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,federal_igrants,federal_cgrants,federal_nom_sg,federal_social_benefits_sg,federal_noncorp_taxes_sg,federal_corporate_taxes_sg,federal_igrants_sg,federal_cgrants_sg,federal_nom_sgpot,federal_social_benefits_sgpot,federal_noncorp_taxes_sgpot,federal_corporate_taxes_sgpot,federal_igrants_sgpot,federal_cgrants_sgpot
1,3/31/1970,1051.2,1056,133.6,41.3,153.6,27,5.576,13.91379962,0.127092846,0.039288432,0.146118721,0.025684932,0.005304414,0.013236111,0.126515152,0.039109848,0.145454545,0.025568182,0.005280303,0.013175947
2,6/30/1970,1067.4,1079.4,131.8,50.3,154.9,27,5.228,15.0526276,0.123477609,0.047123852,0.145118981,0.02529511,0.004897883,0.014102143,0.122104873,0.046599963,0.143505651,0.025013897,0.004843432,0.013945366
3,9/30/1970,1086.1,1096.6,132.4,49.6,150.4,27.9,4.816,16.19145557,0.12190406,0.045667986,0.13847712,0.025688242,0.004434214,0.014907887,0.120736823,0.045230713,0.137151195,0.025442276,0.004391756,0.014765143
4,12/31/1970,1088.6,1119.3,133.5,52.3,151,26.6,4.9,16.63028355,0.122634577,0.048043358,0.13871027,0.024435054,0.004501194,0.015276762,0.119270973,0.046725632,0.134905745,0.023764853,0.004377736,0.014857754
5,3/31/1971,1135.2,1144.7,133.3,53.2,152.6,29.9,5.464,16.9716953,0.117424242,0.046863989,0.134425652,0.026338971,0.004813249,0.014950401,0.116449725,0.046475059,0.133310038,0.026120381,0.004773303,0.014826326
6,6/30/1971,1156.3,1168.2,134.3,59.9,154,30.7,6.312,18.34406273,0.116146329,0.051803165,0.13318343,0.026550203,0.005458791,0.015864449,0.114963191,0.051275467,0.131826742,0.026279747,0.005403184,0.015702844
7,9/30/1971,1177.7,1188.9,135.6,59.1,155.7,29.8,5.756,18.47333831,0.115139679,0.050182559,0.132206844,0.025303558,0.004887493,0.015685946,0.114055009,0.049709816,0.130961393,0.025065186,0.00484145,0.015538177
8,12/31/1971,1190.3,1207.8,134.7,59.9,158.2,30.1,5.644,19.54570575,0.113164748,0.050323448,0.13290767,0.025287743,0.004741662,0.016420823,0.111525087,0.049594304,0.130981951,0.024921345,0.004672959,0.016182899
9,3/31/1972,1230.6,1235.5,141.4,61.7,175.8,31.8,5.668,20.13411114,0.114903299,0.050138144,0.142857143,0.025841053,0.004605883,0.016361215,0.114447592,0.049939296,0.142290571,0.025738567,0.004587616,0.016296326
10,6/30/1972,1266.4,1252.7,144.2,61.5,178.6,32,5.216,28.32472938,0.113866077,0.048562855,0.14102969,0.025268478,0.004118762,0.022366337,0.115111359,0.049093957,0.142572044,0.025544823,0.004163806,0.022610944
11,9/30/1972,1290.6,1274.5,138.8,61.4,180.1,33.1,6.724,20.89658408,0.107546877,0.047574771,0.139547497,0.025646986,0.00520998,0.016191372,0.108905453,0.048175755,0.141310318,0.025970969,0.005275794,0.016395907
12,12/31/1972,1328.9,1300.7,142.2,71.4,183.7,36.6,5.7,34.65127496,0.107005794,0.053728648,0.13823463,0.027541576,0.004289262,0.026075156,0.109325748,0.054893519,0.141231644,0.028138695,0.004382256,0.026640482
13,3/31/1973,1377.5,1326.2,146.4,72.7,196.7,39.3,5.74,29.58844317,0.106279492,0.05277677,0.142794918,0.028529946,0.004166969,0.021479814,0.11039059,0.054818278,0.148318504,0.029633539,0.004328156,0.022310695
14,6/30/1973,1413.9,1357.9,146.5,73.6,200.6,39.4,6.208,28.37433939,0.103614117,0.052054601,0.141877078,0.027866186,0.004390692,0.020068137,0.107887179,0.05420134,0.14772811,0.029015391,0.004571765,0.02089575
15,9/30/1973,1433.8,1396,144.2,74.6,205.8,37.6,5.344,27.52198875,0.100571907,0.052029572,0.143534663,0.02622402,0.003727159,0.019195138,0.103295129,0.053438395,0.147421203,0.026934097,0.00382808,0.019714892
16,12/31/1973,1476.3,1436.3,147.6,76.3,212.7,39.4,5.92,28.31258623,0.099979679,0.051683262,0.144076407,0.026688342,0.004010025,0.019178071,0.102764047,0.053122607,0.148088839,0.027431595,0.004121702,0.019712168
17,3/31/1974,1491.2,1476.2,152.7,82.4,221.4,37.4,7.76,27.51788133,0.102400751,0.055257511,0.14847103,0.025080472,0.005203863,0.018453515,0.103441268,0.055818995,0.149979678,0.02533532,0.00525674,0.018641025
18,6/30/1974,1530.1,1524.4,154.9,88.3,228.5,39.3,8.572,27.80769439,0.101235213,0.057708646,0.149336645,0.025684596,0.005602248,0.018173776,0.10161375,0.057924429,0.149895041,0.025780635,0.005623196,0.018241731
19,9/30/1974,1560,1582.6,160.4,93.3,235.1,43.5,6.496,28.93763208,0.102820513,0.059807692,0.150705128,0.027884615,0.004164103,0.018549764,0.101352205,0.058953621,0.148553014,0.027486415,0.004104638,0.018284868
20,12/31/1974,1599.7,1643.1,167.4,98.2,237.6,38.1,7.84,29.99750745,0.104644621,0.06138651,0.148527849,0.023816966,0.004900919,0.018751958,0.101880592,0.059765078,0.144604711,0.023187877,0.004771469,0.018256654
21,3/31/1975,1616.1,1694.3,168.6,106,238.6,31.5,8.652,31.97144876,0.104325227,0.065590001,0.147639379,0.019491368,0.005353629,0.019783088,0.099510122,0.06256271,0.14082512,0.018591749,0.005106534,0.018870005
22,6/30/1975,1651.9,1733.4,169.4,119,202.7,34.2,7.804,36.69593932,0.10254858,0.072038259,0.122707186,0.020703432,0.004724257,0.022214383,0.09772701,0.068651206,0.11693781,0.01973001,0.004502135,0.02116992
23,9/30/1975,1709.8,1778,176.1,120.8,237.5,43.2,10.772,37.39593932,0.102994502,0.070651538,0.138905135,0.025266113,0.006300152,0.021871528,0.09904387,0.067941507,0.133577053,0.024296963,0.006058493,0.021032587
24,12/31/1975,1761.8,1821.9,180.8,121,244.8,43.9,10.424,37.85512421,0.102622318,0.068679759,0.138948802,0.024917698,0.005916676,0.021486618,0.09923706,0.066414183,0.134365223,0.024095724,0.0057215,0.020777828
25,3/31/1976,1820.5,1855.5,181.6,123.7,251.3,49.9,10.012,37.83976824,0.099752815,0.067948366,0.138039,0.027410052,0.005499588,0.020785371,0.097871194,0.066666667,0.135435193,0.026893021,0.00539585,0.0203933
26,6/30/1976,1852.3,1888.9,182.5,121.2,258.9,49,9.76,38.82056229,0.098526157,0.065432165,0.139772175,0.026453598,0.005269125,0.020958032,0.096617079,0.064164328,0.1370639,0.025941024,0.005167028,0.020551941
27,9/30/1976,1886.6,1928.6,184.9,126.2,266.8,48.5,10.592,39.11791547,0.098006997,0.066892823,0.141418425,0.025707622,0.005614333,0.02073461,0.095872654,0.065436068,0.138338691,0.025147776,0.005492067,0.020283063
28,12/31/1976,1934.3,1979,190.2,127.7,273.9,47.5,11.108,43.11791547,0.098330145,0.066018715,0.141601613,0.024556687,0.005742646,0.022291224,0.096109146,0.064527539,0.138403234,0.024002021,0.005612936,0.021787729
29,3/31/1977,1988.6,2027.3,194.2,128.9,284.8,51,10.716,41.52024737,0.097656643,0.064819471,0.143216333,0.025646183,0.005388716,0.020879135,0.095792433,0.063582104,0.140482415,0.025156612,0.005285848,0.020480564
30,6/30/1977,2055.9,2073.2,198.9,127.2,293.6,55.7,10.652,43.78360055,0.096745951,0.061870714,0.142808502,0.027092757,0.005181186,0.021296561,0.095938646,0.061354428,0.141616824,0.02686668,0.005137951,0.02111885
31,9/30/1977,2118.5,2116.1,201.9,131.9,298,57.9,11.804,47.83692167,0.095303281,0.062261034,0.140665565,0.027330658,0.005571867,0.022580563,0.09541137,0.062331648,0.140825103,0.027361656,0.005578186,0.022606173
32,12/31/1977,2164.3,2180.3,206.3,133.3,308.8,58.1,10.7,47.95025195,0.095319503,0.061590353,0.142678926,0.026844707,0.004943862,0.022155086,0.094620006,0.061138375,0.141631886,0.026647709,0.004907582,0.021992502
33,3/31/1978,2202.8,2231.4,208.8,134.3,319,54.4,10.968,51.68327768,0.094788451,0.060967859,0.144815689,0.024695842,0.004979117,0.023462538,0.093573541,0.06018643,0.142959577,0.024379313,0.0049153,0.023161817
34,6/30/1978,2331.6,2294,217,133,334.8,66.2,11.528,53.66622657,0.093069137,0.057042374,0.143592383,0.02839252,0.004944244,0.02301691,0.094594595,0.057977332,0.145945946,0.02885789,0.005025283,0.02339417
35,9/30/1978,2395.1,2353.9,222.1,139.9,351.7,66.7,11.908,52.7979399,0.092730992,0.058410922,0.146841468,0.027848524,0.004971817,0.022044148,0.094354051,0.059433281,0.149411615,0.028335953,0.005058839,0.022429984
36,12/31/1978,2476.9,2423.8,227.8,141.3,367.4,70.3,12.528,53.96136656,0.091969801,0.057047115,0.148330575,0.028382252,0.005057935,0.021785848,0.093984652,0.058296889,0.151580163,0.029004043,0.005168743,0.022263127
37,3/31/1979,2526.6,2490.7,231.7,144.5,380.6,66.6,13.592,50.72170876,0.091704267,0.057191483,0.15063722,0.026359535,0.005379561,0.020075085,0.093026057,0.058015819,0.152808447,0.026739471,0.0054571,0.020364439
38,6/30/1979,2591.2,2573.6,237.6,146.5,393.2,66.5,13.048,50.76657711,0.091694968,0.056537512,0.151744366,0.025663785,0.005035505,0.019591918,0.092322039,0.056924153,0.152782095,0.025839291,0.005069941,0.0197259
39,9/30/1979,2667.6,2650.7,243.7,159.6,407.1,65.3,14.292,53.19590274,0.091355526,0.05982906,0.152609087,0.024478932,0.005357625,0.019941484,0.091937979,0.06021051,0.153582073,0.024635002,0.005391783,0.020068624
40,12/31/1979,2723.9,2718.8,249.3,161.8,420.5,62.1,15.752,53.15631381,0.091523184,0.059400125,0.154374243,0.022798194,0.005782885,0.019514782,0.091694865,0.059511549,0.154663822,0.022840959,0.005793733,0.019551388
41,3/31/1980,2789.8,2792.9,261.1,168.5,425.2,67,16.26,53.64716504,0.093590938,0.060398595,0.152412359,0.024016058,0.005828375,0.019229753,0.093487056,0.060331555,0.152243188,0.023989402,0.005821906,0.019208409
42,6/30/1980,2797.4,2874,276.5,172,438.8,49.8,16.536,55.81654119,0.098841782,0.061485665,0.156859941,0.017802245,0.005911203,0.019953007,0.096207376,0.059846903,0.152679193,0.017327766,0.005753653,0.019421204
43,9/30/1980,2856.5,2950.4,276.1,198.4,453.1,56,15.916,57.20091427,0.096656748,0.069455628,0.15862069,0.019604411,0.005571854,0.020024826,0.093580531,0.067245119,0.153572397,0.018980477,0.005394523,0.019387512
44,12/31/1980,2985.6,3041,285.8,197.6,474.6,61.7,16.628,58.81997542,0.095726152,0.066184352,0.158963023,0.020665863,0.0055694,0.019701224,0.093982243,0.064978625,0.156067083,0.020289378,0.005467938,0.019342314
45,3/31/1981,3124.2,3137.7,297.2,199.8,516.4,58.5,16.092,56.72113704,0.095128353,0.063952372,0.165290314,0.018724794,0.005150759,0.018155412,0.094719062,0.063677216,0.16457915,0.01864423,0.005128597,0.018077298
46,6/30/1981,3162.5,3219,311.9,199,531.7,50.7,15.716,55.72882833,0.098624506,0.062924901,0.168126482,0.016031621,0.004969486,0.017621764,0.096893445,0.061820441,0.16517552,0.015750233,0.004882262,0.017312466
47,9/30/1981,3260.6,3301.1,317.4,214.9,546.1,52.7,14.828,53.01728974,0.097344047,0.065908115,0.167484512,0.016162669,0.004547629,0.01625998,0.096149768,0.065099512,0.165429705,0.015964376,0.004491836,0.016060492
48,12/31/1981,3280.8,3381.9,329.3,215.2,542.2,44.8,15.012,50.38459762,0.100371861,0.065593758,0.16526457,0.013655206,0.004575713,0.015357412,0.0973713,0.063632869,0.160324078,0.013246991,0.004438925,0.014898311
49,3/31/1982,3274.3,3454.2,334.9,217,541.9,33.5,13.852,49.74681828,0.102281404,0.066273707,0.165501023,0.010231194,0.004230523,0.015193116,0.096954432,0.062822072,0.156881478,0.009698338,0.00401019,0.014401835
50,6/30/1982,3332,3526.4,342.9,222.1,546.9,34.7,14.552,50.46645528,0.102911164,0.066656663,0.164135654,0.010414166,0.004367347,0.015145995,0.097237976,0.062982078,0.155087341,0.009840064,0.004126588,0.014311041
51,9/30/1982,3366.3,3605.2,351.5,235.7,537.3,35.4,14.544,48.432014,0.104417313,0.070017527,0.159611443,0.010515997,0.004320471,0.014387314,0.097498058,0.065377788,0.149034728,0.00981915,0.004034173,0.013433933
52,12/31/1982,3402.6,3672.8,364.1,249,544.4,31.7,14.484,49.132014,0.107006407,0.073179333,0.159995298,0.009316405,0.004256745,0.01443955,0.099134176,0.067795687,0.148224788,0.008631017,0.003943585,0.013377264
53,3/31/1983,3473.4,3731,370.5,247,546.7,34.3,15.9,48.76047183,0.106667818,0.071111879,0.157396211,0.00987505,0.004577647,0.014038254,0.099303136,0.066202091,0.146529081,0.009193246,0.004261592,0.013069009
54,6/30/1983,3578.8,3790,380.3,250.5,560.8,46.3,14.2,50.64939034,0.10626467,0.069995529,0.15670057,0.012937297,0.00396781,0.014152618,0.100343008,0.066094987,0.147968338,0.012216359,0.003746702,0.013363955
55,9/30/1983,3689.2,3862.9,394.4,242.6,547.6,53.3,15.904,49.51614585,0.106906646,0.065759514,0.148433265,0.014447577,0.004310962,0.01342192,0.102099459,0.062802558,0.141758782,0.013797924,0.004117114,0.012818387
56,12/31/1983,3794.7,3926.2,384.2,243.1,561.9,54.6,15.768,47.61627912,0.101246475,0.064063035,0.148074947,0.014388489,0.004155269,0.012548101,0.097855433,0.061917376,0.143115481,0.013906576,0.004016097,0.012127828
57,3/31/1984,3908.1,4001.6,392.4,243.9,581.2,64.8,16.556,51.60164517,0.100406847,0.062408843,0.148716768,0.016580947,0.00423633,0.013203768,0.098060776,0.06095062,0.145241903,0.016193523,0.004137345,0.012895253
58,6/30/1984,4009.6,4073,408.3,244.3,594.2,63.8,17.236,53.12575785,0.101830607,0.060928771,0.148194334,0.015911812,0.004298683,0.01324964,0.100245519,0.059980358,0.145887552,0.01566413,0.00423177,0.013043397
59,9/30/1984,4084.3,4147.6,414,243.5,611.8,53.8,18.092,50.39469306,0.101363759,0.059618539,0.14979311,0.013172392,0.004429645,0.012338637,0.099816762,0.058708651,0.147506992,0.012971357,0.004362041,0.012150326
60,12/31/1984,4148.6,4218,432.5,248.2,626.1,54.3,18.824,53.55327335,0.104252037,0.059827412,0.150918382,0.013088753,0.004537434,0.012908758,0.102536747,0.058843054,0.148435277,0.0128734,0.004462779,0.012696366
61,3/31/1985,4230.2,4299.6,434.8,255.3,670.4,57.7,17.044,53.60622419,0.102784738,0.060351756,0.158479505,0.013640017,0.004029124,0.012672267,0.101125686,0.059377617,0.155921481,0.013419853,0.00396409,0.012467724
62,6/30/1985,4294.9,4367.7,447.3,255.1,628.3,56.3,19.408,53.6646872,0.104146779,0.059396028,0.146289786,0.013108571,0.004518848,0.012494979,0.10241088,0.058406026,0.143851455,0.012890079,0.004443529,0.012286715
63,9/30/1985,4386.8,4434.8,463.1,257.2,666.5,60.8,20.036,54.26795808,0.1055667,0.058630437,0.151933072,0.013859761,0.004567338,0.012370739,0.1044241,0.057995851,0.150288626,0.01370975,0.004517904,0.012236845
64,12/31/1985,4444.1,4500.4,466.4,256.9,676.5,59,21.184,55.41603683,0.104948133,0.05780698,0.152224297,0.013276029,0.004766769,0.012469575,0.103635232,0.057083815,0.150319972,0.013109946,0.004707137,0.01231358
65,3/31/1986,4507.9,4563.4,464,265.3,679,63,19.72,56.33502415,0.102930411,0.058852237,0.150624459,0.013975465,0.004374542,0.012496955,0.101678573,0.058136477,0.148792567,0.013805496,0.004321339,0.012344967
66,6/30/1986,4545.3,4621.3,477.8,267.5,683.4,63.4,20.556,59.8800366,0.105119574,0.058852001,0.150353112,0.013948474,0.004522474,0.013174056,0.103390821,0.057884145,0.147880467,0.013719083,0.004448099,0.012957401
67,9/30/1986,4607.7,4681.2,495.1,271.8,696.6,64.6,21.284,62.22504905,0.107450572,0.058988215,0.151181718,0.01402001,0.004619224,0.013504579,0.105763479,0.058062035,0.148807998,0.01379988,0.004546697,0.013292542
68,12/31/1986,4657.6,4747.6,489.8,271.3,714,73.1,18.32,54.41456274,0.105161457,0.058248884,0.153297836,0.015694778,0.003933356,0.011682962,0.103167916,0.057144663,0.150391777,0.015397253,0.003858792,0.011461488
69,3/31/1987,4722.2,4818.8,492.1,274,713.1,76,18.76,51.32337748,0.104209902,0.058023802,0.151010122,0.016094193,0.003972725,0.010868531,0.10212086,0.056860629,0.1479829,0.015771561,0.003893085,0.010650655
70,6/30/1987,4806.2,4893.1,501.2,276.5,770.5,87.3,19.56,54.01441028,0.104281969,0.057529857,0.160313761,0.018164038,0.004069743,0.011238486,0.102429952,0.056508144,0.157466637,0.01784145,0.003997466,0.011038894
71,9/30/1987,4884.6,4971.2,504.1,275.6,760.3,91.3,18.828,51.40544308,0.1032019,0.056422225,0.155652459,0.018691397,0.003854563,0.010523982,0.101404088,0.055439331,0.15294094,0.018365787,0.003787416,0.010340651
72,12/31/1987,5008,5052.1,513.7,276.4,781.5,87.1,18.696,50.85183653,0.102575879,0.055191693,0.156050319,0.017392173,0.003733227,0.010154121,0.101680489,0.054709923,0.154688149,0.017240355,0.003700639,0.010065485
73,3/31/1988,5073.4,5133.1,505.8,291.6,796.9,84.5,18.972,55.4571986,0.099696456,0.057476249,0.157074151,0.016655497,0.003739504,0.010930973,0.098536946,0.056807777,0.155247316,0.016461787,0.003696012,0.010803841
74,6/30/1988,5190,5224.8,506.9,291.1,801.6,90,19.836,54.72565358,0.097668593,0.056088632,0.154450867,0.01734104,0.003821965,0.010544442,0.097018068,0.055715051,0.153422141,0.01722554,0.003796509,0.01047421
75,9/30/1988,5282.8,5329.3,507.4,292.3,810.4,97.8,20.388,56.78156316,0.096047551,0.055330507,0.153403498,0.01851291,0.003859317,0.010748384,0.095209502,0.054847729,0.152064999,0.018351378,0.003825643,0.010654601
76,12/31/1988,5399.5,5417.9,525.6,293.3,824.8,102.7,19.284,56.52492736,0.097342347,0.054319844,0.152754885,0.01902028,0.003571442,0.010468548,0.097011757,0.054135366,0.152236106,0.018955684,0.003559313,0.010432996
77,3/31/1989,5511.3,5517.1,519.9,310.1,861.2,104.9,20.192,56.20032607,0.09433346,0.056266217,0.156260773,0.019033622,0.003663745,0.01019729,0.09423429,0.056207065,0.1560965,0.019013612,0.003659894,0.01018657
78,6/30/1989,5612.5,5618.9,534.3,311.4,873,94.4,19.936,55.35469396,0.095198218,0.055483296,0.155545657,0.016819599,0.003552071,0.009862752,0.095089786,0.0554201,0.155368488,0.016800441,0.003548025,0.009851518
79,9/30/1989,5695.4,5703.2,541.4,314,886.9,91.6,18.832,59.95244222,0.095059171,0.055132212,0.155722162,0.016083155,0.003306528,0.010526467,0.094929163,0.05505681,0.155509188,0.016061159,0.003302006,0.010512071
80,12/31/1989,5747.2,5786.7,540.8,318.6,901.9,91.4,20.492,58.0369512,0.094097996,0.05543569,0.156928591,0.015903396,0.003565562,0.0100983,0.093455683,0.055057287,0.155857397,0.01579484,0.003541224,0.010029369
81,3/31/1990,5872.7,5891.3,553.7,333.2,907.5,91.1,21.448,61.37722407,0.09428372,0.056737106,0.154528581,0.015512456,0.003652153,0.010451279,0.093986047,0.056557975,0.154040704,0.01546348,0.003640623,0.010418282
82,6/30/1990,5960,5998.9,563.9,336.9,921.8,94.7,20.184,62.53706985,0.094614094,0.056526846,0.15466443,0.015889262,0.003386577,0.010492797,0.094000567,0.056160296,0.153661505,0.015786227,0.003364617,0.010424756
83,9/30/1990,6015.1,6091.2,562.2,339.2,934.5,97,20.508,62.17633758,0.09346478,0.056391415,0.155359013,0.016126083,0.00340942,0.010336709,0.092297084,0.055686893,0.153418046,0.015924613,0.003366824,0.010207568
84,12/31/1990,6004.7,6176.2,569.7,348.4,936.6,95.4,21.188,62.12150124,0.094875681,0.058021217,0.155977817,0.015887555,0.003528569,0.01034548,0.092241184,0.05641009,0.151646644,0.015446391,0.003430588,0.010058208
85,3/31/1991,6035.2,6275.7,581.4,368.1,931.3,91.5,21.552,64.55351515,0.096334836,0.060992179,0.154311373,0.015161055,0.00357105,0.010696168,0.092643052,0.058654811,0.148397788,0.014580047,0.003434199,0.010286265
86,6/30/1991,6126.9,6360.1,586.6,375.6,941,87.5,21.612,63.72069606,0.095741729,0.061303432,0.15358501,0.014281284,0.003527396,0.010400153,0.092231254,0.059055675,0.147953649,0.013757645,0.00339806,0.01001882
87,9/30/1991,6205.9,6447.8,586.3,376.2,949.6,88.2,21.056,66.98836189,0.094474613,0.060619733,0.153015679,0.014212282,0.0033929,0.010794303,0.09093024,0.058345482,0.14727504,0.013679084,0.00326561,0.010389336
88,12/31/1991,6264.5,6524.2,577.4,386,961.8,89.5,20.612,64.28913326,0.092170165,0.061617048,0.153531806,0.014286854,0.003290287,0.010262452,0.088501272,0.059164342,0.147420373,0.013718157,0.003159315,0.009853949
89,3/31/1992,6363.1,6587.1,580.3,412.8,964.8,99.8,21.388,67.52571123,0.091197687,0.064874039,0.151624208,0.015684179,0.003361255,0.010612078,0.088096431,0.062667942,0.146468097,0.015150825,0.003246952,0.010251205
90,6/30/1992,6470.8,6666.2,580.9,419.5,978.4,102,22.8,65.82351871,0.089772517,0.064829696,0.151202324,0.01576312,0.003523521,0.010172393,0.0871411,0.062929405,0.146770274,0.015301071,0.003420239,0.009874219
