"","date","gdp","gdph","jgdp","c","ch","jc","jgf","jgs","jgse","jgsi","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfpe","gftfpp","gftfpv","gfsubp","gfsubg","gfsube","gfsubs","gfsubf","gfsubk","gfegc","gfege","gfegv","yptue","yptup","yptuc","gftfpu","yptolm","ui","pcw","gdppothq","gdppotq","recessq","lasgova","lalgova","cpgs","cpiu_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gftfp_g","yptu_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g_g","cola_rate_g","gftfp_before_cola_g","health_ui_g","gftfp_noCOLA_g","gfrpt_g_g","gfrpri_g_g","gfrcp_g_g","gfrs_g_g","yptmr_g_g","yptmd_g_g","gfrptCurrentLaw_g_g","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","yq","unemployment_insurance_override","federal_unemployment_insurance_override","state_unemployment_insurance_override","fshare","historical","forecast_period","gftfpnet_g","gstfp_g","gstfpnet_g","gfeghhx_g","gfeghdx_g","gfsub_g","gssub_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g","gdp_g_cumulative_growth","gdph_g_cumulative_growth","jgdp_g_cumulative_growth","gdppotq_g_cumulative_growth","gdppothq_g_cumulative_growth","g_g_cumulative_growth","gf_g_cumulative_growth","gs_g_cumulative_growth","jgf_g_cumulative_growth","jgs_g_cumulative_growth","jgse_g_cumulative_growth","jgsi_g_cumulative_growth","gfeg_g_cumulative_growth","gfeghhx_g_cumulative_growth","gfeghdx_g_cumulative_growth","gfeigx_g_cumulative_growth","gfrpt_g_cumulative_growth","gsrpt_g_cumulative_growth","gfrs_g_cumulative_growth","gsrs_g_cumulative_growth","gfrcp_g_cumulative_growth","gsrcp_g_cumulative_growth","gfrpri_g_cumulative_growth","gsrpri_g_cumulative_growth","gftfp_g_cumulative_growth","gstfp_g_cumulative_growth","yptmd_g_cumulative_growth","yptmr_g_cumulative_growth","gssub_g_cumulative_growth","gfsub_g_cumulative_growth","c_g_cumulative_growth","jc_g_cumulative_growth","gdp_forecast","gdph_forecast","jgdp_forecast","gdppotq_forecast","gdppothq_forecast","g_forecast","gs_forecast","gf_forecast","jgf_forecast","jgs_forecast","jgse_forecast","jgsi_forecast","gfeg_forecast","gfeghhx_forecast","gfeghdx_forecast","gfeigx_forecast","gfrpt_forecast","gsrpt_forecast","gfrs_forecast","gsrs_forecast","gfrcp_forecast","gsrcp_forecast","gfrpri_forecast","gsrpri_forecast","gftfp_forecast","gstfp_forecast","yptmd_forecast","yptmr_forecast","gssub_forecast","gfsub_forecast","c_forecast","jc_forecast","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet"
"201",2020-03-31,21561.1,19010.8,113.38,14545.5,13118.4,110.882,111.205,116.688,116.628,116.961,804.7,624.1,43.4,3189.6,112.2,2252.4,1530,243.2,3834.1,1456.8,110.878,1452.6,2381.6,1306.1,2041,1756.6,183.8,180.5,1436.4,2379.1,627.8,495.8,1346.2,62.7,20.4,810.5,3159.9,444.822,423.429,72.24,74.5,0.6,75.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258.5,251.885333333333,19154,21723.5,1,5276.33333333333,14658.3333333333,328551,0.00310318076027927,-0.00673488266137812,0.143405701239798,0.0641132935368418,-0.015491362708219,0.0436434509847936,0.0290787155280152,-0.00673488266137812,0.12088306445982,0,-0.0087164217569986,-0.012725002601186,0.00453504014798023,0.00860926844461396,0.00362647325475973,0.0035398230088497,-0.0143088881378844,-0.017504361180277,0.00273183032631863,0.00494170334337118,0.00137592137592146,0.0100427406455674,0.00717340322803151,0.0118025297178392,-0.469769847426954,-0.136815708114373,0,0.115956138823849,0.129088560336556,0.00673488266137046,-0.143405701239797,-0.0641132935368411,0.0154913627082209,-0.0436434509847918,-0.0290787155280104,0.00673488266137046,0.00222072571695997,0.0104122818607335,0.00325240430199902,0.0309835724682888,0.0118761274804571,-0.116901408450704,-0.0331753554502371,2020 Q2,0,0,0,0.629670798,1,0,0.12088306445982,0.0118025297178392,0.0118025297178392,0.0290787155280152,0.0290787155280152,0.00453504014798023,0.00453504014798023,0.00717340322803151,0.00717340322803151,0.0104122818607335,0.0104122818607335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423.429,200.671,204.371,387.071,2802.529
"202",2020-06-30,19520.1,17302.5,112.86,13097.3,11860.3,110.435,110.901,115.969,115.811,116.655,824.1,668.8,1084.6,5627.4,112.5,2096.5,1395.8,225.8,3839.3,1393.3,110.431,1504.8,2334.5,1356.8,2013.1,1600.1,131.4,171.5,1374.2,4565.63333333333,1396.9,496.4,1264.3,54.2,19.1,1061.86666666667,3157.6,596.61,512.64,72.525,1085.9,0.6,1086.5,1078.1,19.1,160.9,609.3,63.8,73.3,22,16.9,140,597.9,28.4,64.4,7.2,101.5,679.2,788,NA,256.472,249.576,19242,21708.2,1,5049.33333333333,13569.6666666667,326980,-0.00773395204949734,-0.00678054886234591,0.125419788518023,0.0602504394280667,-0.0157351211776398,0.0418183537142029,0.0282570371821314,-0.00678054886234591,0.0976484106962117,0,-0.106496376458354,-0.100893694605162,0.00459826636464911,-0.00182975448105493,-0.00542005420054203,-0.00529100529100535,-0.110516824038455,-0.106123378101525,-0.0158074366804383,0.02520169035728,-0.0408283442928649,-0.0209761163032192,0.0239008355019859,-0.0483736098335983,-3.49226604795053,0,0,0.103907433983973,0.0911505844316329,0.00678054886236934,-0.125419788518022,-0.0602504394280624,0.0157351211776469,-0.0418183537142048,-0.0282570371821356,0.00678054886236934,-0.00126887700979184,-0.00786643922997343,-0.00491504736705017,0.00121016538926977,-0.0608379141286585,-0.135566188197767,-0.0637254901960783,2020 Q3,1084,834.933333333333,249.066666666667,0.629670798,1,0,0.0976484106962117,-0.0483736098335983,-0.0483736098335983,0.0282570371821314,0.0282570371821314,0.00459826636464911,0.00459826636464911,0.0239008355019859,0.0239008355019859,-0.00786643922997343,-0.00786643922997343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.64,156.16,884.26,549.226666666667,5078.27333333333
"203",2020-09-30,21170.3,18596.5,113.838,14401.5,12924.7,111.431,111.373,116.889,116.685,117.775,842.7,683.7,775.2,4323.4,113,2191.6,1489.2,297.2,3816.6,1446.9,111.426,1487,2329.6,1335.1,1993.1,1685,144.7,207,1426.6,3414.9,728.2,506.6,1344.5,90.2,20.2,908.5,3160.3,533.712,486.072,73.845,1212.9,0.6,1213.5,15.6,27,58.4,865.6,15,73.3,0,18.4,140,0,15.8,23.4,23.9,156.1,373.1,556.2,159.3,259.421333333333,253.013666666667,19327.3,22002.3,1,5036.33333333333,13736.6666666667,318988.333333333,0.0066250974279034,-0.00682683857487809,0.111442672145634,0.0568266111359195,-0.0159866734211488,0.0401397744291179,0.0274805191312553,-0.00682683857487809,0.0786005019426168,0,0.0434692244541668,0.0399819489295363,0.003327466438934,0.00676449402508172,0.00454132606721158,0.00354609929078009,0.0662061734866939,0.0619418695460257,-0.0213238425503437,0.00322266356891254,-0.0374501176711347,-0.0177131947390751,0.00882884088020863,-0.0351478406045429,-1.85662509742791,0,0,0.0941269446922504,0.0622932244109375,0.00682683857485866,-0.111442672145637,-0.0568266111359236,0.0159866734211427,-0.0401397744291158,-0.0274805191312529,0.00682683857485866,0.00558816852417632,0.00239185221343696,0.00401557190930935,0.0205479452054795,0.0634343114767064,0.664206642066421,0.0575916230366489,2020 Q4,881.354,695.2,186,0.629670798,1,0,0.0786005019426168,-0.0351478406045429,-0.0351478406045429,0.0274805191312553,0.0274805191312553,0.003327466438934,0.003327466438934,0.00882884088020863,0.00882884088020863,0.00239185221343696,0.00239185221343696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.072,197.628,242.128,422.428,3900.972
"204",2020-12-31,21487.9,18783.9,114.441,14542.4,13000.3,111.867,112.115,117.726,117.642,118.106,860.6,684.5,297.8,3748.6,113.6,2236.1,1504.1,255.4,3832.6,1468.2,111.862,1493.5,2339,1332.1,1986.9,1717.8,150.9,207,1446.3,2922.8,738.1,518.3,1353.2,69.0333333333333,21.8,825.8,3164.6,547.131,512.193,73.559,609.8,0.6,610.4,5,10.8,34.5,260.3,0.1,73.3,0,46.2,140,0,15.2,13.8,63.9,110.8,13.6,199.4,35.8333333333333,260.983,254.680333333333,19414.2,22146,1,4938.66666666667,13656,325241.666666667,0.00890050329074721,0.0140332462630435,0.0242941131767844,-0.0564079869716065,0.00293579011171374,-0.0236414457074494,0.0266059428227428,0.0140332462630435,-0.0926343430014152,-0.488366637430917,0.069717762817193,0.0613584748293876,0.0076033984336481,0.0156991703243028,0.0104249547920434,0.00763250883392219,0.0526376677464138,0.0413346016418734,0.0244925869517918,-0.00956222919468097,0.0478898692463059,0.026320051830256,-0.0162434528939867,0.0025,0.343452437885715,0,-0.194259663222204,-0.0363789453868177,-0.153489445294316,-3.05559954422887,-0.782003493733203,-1.99263330760105,-1.18363983765566,-1.58897804095032,-0.0318253197596183,-3.05559954422887,-0.00674572789552752,0.00726948654499848,0.0108544036534641,0.0193446506119226,0.00587579025660112,-0.234663710273466,0.0792079207920797,2021 Q1,338.269,301.6,36.7,0.629670798,1,0,-0.0926343430014152,0.0025,0.0025,0.0266059428227428,0.0266059428227428,0.0076033984336481,0.0076033984336481,-0.0162434528939867,-0.0162434528939867,0.00726948654499848,0.00726948654499848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.193,172.307,225.907,313.607,3434.993
"205",2021-03-31,21856.3926037472,19009.9008251167,115.01890377332,14764.2559072426,NA,112.313166390273,112.625321126255,118.632336879904,118.547690189301,119.015262385012,839.761520031365,702.239784178623,NA,3510.52380396004,NA,2268.76094709616,1530.88484536719,264.842702685066,3944.29470001841,1472.70744902239,NA,1583.58508559105,2344.8475,NA,NA,1741.5727022457,154.479032263504,194.625527620091,1450.53360426503,2682.65930396004,782.620791211754,527.18824485046,1376.40581310369,70.2171750649754,22.1738447573606,827.8645,NA,561.310672545558,525.467204934699,77.9959392775307,612.582925899599,0.602738201934666,613.185664101534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19502.8,22361.5,NA,NA,NA,NA,0.00453186696802366,0.0138390396121224,0.0237179076441605,-0.0597800598063237,0.00292719647724105,-0.0242138972445215,0.0259164122405011,0.0138390396121224,-0.0821611797043778,0,0.0171488420807635,0.0120316241630694,0.00456366989111046,0.00973087690779373,0.00399094431469393,0.0050497966054146,0.0152557973403671,0.0112226725620239,0.0226024695852673,0.0555136521345603,0.00152168399695674,0.0291433230753044,0.0603181021701038,0.0025,-0.490830257572637,0.542363698966669,0,-0.0377523355396392,-0.144759180313809,-0.0138390396121325,-0.0237179076441681,0.0597800598063276,-0.00292719647716277,0.0242138972445203,-0.0259164122405099,-0.0138390396121325,0.00455176494006237,0.00769869765305753,0.00398836466762043,0.0171488420807635,0.0171488420807635,0.0171488420807635,0.0171488420807635,2021 Q2,724,664,60,0.629670798,0,1,-0.0821611797043778,0.0025,0.0025,0.0259164122405011,0.0259164122405011,0.00456366989111046,0.00456366989111046,0.0603181021701038,0.0603181021701038,0.00769869765305753,0.00769869765305753,1.01714884208076,1.01203162416307,1.00504979660541,1.00973087690779,1.00456366989111,1.0291433230753,1.0603181021701,1.0025,1.00455176494006,1.00769869765306,1.00769869765306,1.00769869765306,1.0603181021701,1.0259164122405,1.0259164122405,1.0603181021701,1.01383903961212,1.01714884208076,1.00292719647724,1.01714884208076,0.940219940193676,1.01714884208076,1.02371790764416,1.01714884208076,0.917838820295622,1.0025,1.0259164122405,0.975786102755479,1.00456366989111,1.00456366989111,1.01525579734037,1.00398836466762,21856.3926037472,19009.9008251167,115.01890377332,22361.5,19502.8,3944.29470001841,2344.8475,1583.58508559105,112.625321126255,118.632336879904,118.547690189301,119.015262385012,782.620791211754,561.310672545558,525.467204934699,77.9959392775307,1741.5727022457,527.18824485046,1450.53360426503,22.1738447573606,194.625527620091,70.2171750649754,154.479032263504,1376.40581310369,2682.65930396004,827.8645,702.239784178623,839.761520031365,0.602738201934666,612.582925899599,14764.2559072426,112.313166390273,525.467204934699,176.772579243924,257.153586277055,302.397295065301,3208.12650889474
"206",2021-06-30,22080.4489100431,19127.5888099524,115.483434063333,14915.5894054292,NA,112.778632273796,113.213452920619,119.516811842495,119.431534060231,119.902592286068,818.92304006273,719.979568357246,NA,3311.86981576058,NA,2297.93801103161,1548.57381828006,253.18804721039,3934.71798837423,1477.16836388908,NA,1552.38243024666,2350.70961875,NA,NA,1765.34540449141,158.058064527008,182.251055240182,1454.76720853007,2481.93565451058,767.200181965224,532.592606540207,1390.51575375306,70.9369919702083,22.4011553590131,829.93416125,NA,575.490345091115,538.741409869398,76.4591223210675,615.453799796025,0.605562938467719,616.059362734493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19594.2,22558.5,NA,NA,NA,NA,0.00495454198181688,0.0136501348551512,0.0231684016339437,-0.0635809317062659,0.00291865300644223,-0.0248147592757726,0.0252617191140381,0.0136501348551512,-0.074822639294212,0,0.0102512939970436,0.00619087842269006,0.00468650655290537,0.00880978467455229,0.00414442196454523,0.00403872993719467,0.0102499915429113,0.00608043481561338,-0.008900492493918,-0.0247963412891239,0.00172195492529759,-0.00242799090142354,-0.0197038072840526,0.0025,0.0932673039115171,0,0,-0.0392334914741634,-0.123679264294834,-0.0136501348551474,-0.0231684016339461,0.0635809317062626,-0.00291865300646599,0.0248147592757726,-0.0252617191140337,-0.0136501348551474,0.00522202102051494,0.00745559757021508,0.00414435723328821,0.0102512939970436,0.0102512939970436,0.0102512939970434,0.0102512939970434,2021 Q3,152,108,44,0.629670798,0,1,-0.074822639294212,0.0025,0.0025,0.0252617191140381,0.0252617191140381,0.00468650655290537,0.00468650655290537,-0.0197038072840526,-0.0197038072840526,0.00745559757021508,0.00745559757021508,1.02757593389969,1.01829698890818,1.00910892130734,1.0186263885126,1.00927156411287,1.02664457245062,1.03942579862515,1.00500625,1.00979755537277,1.01521169361479,1.01521169361479,1.01521169361479,1.03942579862515,1.051832824481,1.051832824481,1.03942579862515,1.02767807922424,1.02757593389969,1.00585439295448,1.02757593389969,0.880439880387353,1.02757593389969,1.04743581528832,1.02757593389969,0.849163697314418,1.00500625,1.051832824481,0.951572205510957,1.00927156411287,1.00927156411287,1.025662160677,1.00814925110887,22080.4489100431,19127.5888099524,115.483434063333,22558.5,19594.2,3934.71798837423,2350.70961875,1552.38243024666,113.213452920619,119.516811842495,119.431534060231,119.902592286068,767.200181965224,575.490345091115,538.741409869398,76.4591223210675,1765.34540449141,532.592606540207,1454.76720853007,22.4011553590131,182.251055240182,70.9369919702083,158.058064527008,1390.51575375306,2481.93565451058,829.93416125,719.979568357246,818.92304006273,0.605562938467719,615.453799796025,14915.5894054292,112.778632273796,538.741409869398,181.238158487848,228.458772095826,291.192751380602,3020.67706437998
"207",2021-09-30,22400.1292470616,19307.112854617,116.066354362463,15110.9744367513,NA,113.35958946173,113.751228285816,120.292229387064,120.206398327922,120.680512749848,798.084560094094,737.719352535869,NA,3166.83044719514,NA,2329.42157933108,1572.2847122915,241.840599307769,3946.10923485626,1481.72629167326,NA,1546.04124545087,2362.46316684375,NA,NA,1789.11810673711,161.637096790511,169.876582860273,1459.0008127951,2332.74661513889,764.066316215123,540.303472593972,1410.64761550099,71.964016447496,22.7254788781566,834.08383205625,NA,589.670017636673,552.015614804097,76.1468014557218,618.390634690072,0.608452575949563,618.999087266022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19687.7,22781.6,NA,NA,NA,NA,0.00571315622422319,0.0134663178011631,0.0226437814116867,-0.0678979463992738,0.00291015926136473,-0.0254462006186064,0.0246392883330002,0.0134663178011631,-0.0601099545431638,0,0.0144779817802119,0.0093856076920269,0.00477182023251776,0.00988984196644282,0.0051480508414401,0.0050476529716863,0.0130993838735602,0.00790734522956194,-0.00290366999940128,-0.00879314134974718,0.000960614793467762,0.00289506046320964,-0.00408480840303438,0.005,0.15311490854057,0,0,-0.0408356152363822,-0.0891194477103084,-0.0134663178011534,-0.022643781411682,0.0678979463992739,-0.0029101592613956,0.025446200618608,-0.0246392883329926,-0.0134663178011534,0.00475010125850428,0.00648793699074868,0.00515130549308163,0.0144779817802119,0.0144779817802119,0.0144779817802119,0.0144779817802121,2021 Q4,44,0,44,0.629670798,0,1,-0.0601099545431638,0.005,0.005,0.0246392883330002,0.0246392883330002,0.00477182023251776,0.00477182023251776,-0.00408480840303438,-0.00408480840303438,0.00648793699074868,0.00648793699074868,1.04245315954847,1.02785432496004,1.01420255295273,1.02870044251784,1.0140876265826,1.02961677056209,1.0351799433886,1.01003128125,1.01459419601139,1.02179832311523,1.02179832311523,1.02179832311523,1.0351799433886,1.0777492367215,1.0777492367215,1.0351799433886,1.04151711883637,1.04245315954847,1.00878158943172,1.04245315954847,0.820659820581029,1.04245315954847,1.07115372293248,1.04245315954847,0.798120506069143,1.01003128125,1.0777492367215,0.927358308266436,1.0140876265826,1.0140876265826,1.03909770304429,1.01334253588395,22400.1292470616,19307.112854617,116.066354362463,22781.6,19687.7,3946.10923485626,2362.46316684375,1546.04124545087,113.751228285816,120.292229387064,120.206398327922,120.680512749848,764.066316215123,589.670017636673,552.015614804097,76.1468014557218,1789.11810673711,540.303472593972,1459.0008127951,22.7254788781566,169.876582860273,71.964016447496,161.637096790511,1410.64761550099,2332.74661513889,834.08383205625,737.719352535869,798.084560094094,0.608452575949563,618.390634690072,15110.9744367513,113.35958946173,552.015614804097,185.703737731772,212.050701411026,282.068217252153,2884.76222994299
"208",2021-12-31,22697.9040791342,19479.1567307539,116.571016858956,15308.6569403231,NA,113.806588906974,114.274999258985,121.072037820961,120.985650351948,121.462838276017,825.150888669464,740.222599258074,NA,3213.96663244169,NA,2426.52564365628,1595.26799735111,265.56338884453,3964.45619821668,1489.16742127137,NA,1560.25511058878,2380.18164059508,NA,NA,1879.03967787018,165.86801876389,192.642722876106,1466.1398425445,2373.62717164502,771.090925427237,547.485965786105,1429.39997858722,72.9206659684239,23.0275787268707,840.339460796672,NA,591.67089986073,553.888727219563,76.8468735720121,621.387148581966,0.611400933337454,621.998549515303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19783.1,22992.3,NA,NA,NA,NA,0.00408572076498603,0.0502602767220672,0.0261754390383659,0.134015763871109,0.00489309511467662,0.0339141112718417,0.0033932236067824,0.0502602767220672,0.0175246450861082,-0.834092702210362,0.0132934425863493,0.0089109064328996,0.00484566505991046,0.00924869192681821,0.00394722899226441,0.0043480515888108,0.0130820487056771,0.00910295471729183,-0.0011108108919512,-0.00458342574111037,0.00116173350843507,0.00464938050836627,0.00919371664872126,0.0075,-0.284857510518792,0,0.018495798811605,-0.0130431410781946,0.0659704573983626,2.73229545479211,0.155965894674136,-2.97378228618329,0.68138396397659,-2.33277701375362,-0.862284025377562,2.73229545479211,0.0046045302636466,0.00648261685622153,0.00394319922440389,0.0132934425863493,0.0132934425863493,0.0132934425863496,0.0132934425863493,2022 Q1,44,0,44,0.629670798,0,1,0.0175246450861082,0.0075,0.0075,0.0033932236067824,0.0033932236067824,0.00484566505991046,0.00484566505991046,0.00919371664872126,0.00919371664872126,0.00648261685622153,0.00648261685622153,1.05631095077389,1.03701343867642,1.01861235797447,1.03821457599567,1.01900155556242,1.03440385070623,1.04469709446855,1.01760651585937,1.01926592569224,1.02842225014832,1.02842225014832,1.02842225014832,1.04469709446855,1.08140628087374,1.08140628087374,1.04469709446855,1.09386405743985,1.05631095077389,1.01371765369875,1.05631095077389,0.930641173314523,1.05631095077389,1.09919164190782,1.05631095077389,0.81210728467395,1.01760651585937,1.08140628087374,0.95880884112185,1.01900155556242,1.01900155556242,1.05269122980547,1.0173383473855,22697.9040791342,19479.1567307539,116.571016858956,22992.3,19783.1,3964.45619821668,2380.18164059508,1560.25511058878,114.274999258985,121.072037820961,120.985650351948,121.462838276017,771.090925427237,591.67089986073,553.888727219563,76.8468735720121,1879.03967787018,547.485965786105,1466.1398425445,23.0275787268707,192.642722876106,72.9206659684239,165.86801876389,1429.39997858722,2373.62717164502,840.339460796672,740.222599258074,825.150888669464,0.611400933337454,621.387148581966,15308.6569403231,113.806588906974,553.888727219563,186.333872038511,217.202198207675,286.450733577109,2927.51589886458
"209",2022-03-31,22979.6748893285,19619.9833702353,117.170993345841,15521.5227387625,NA,114.363347041406,114.856260352738,121.979486058666,121.892451106073,122.373215606109,852.217217244834,742.725845980279,NA,3252.01073445893,NA,2523.2436821465,1617.2434295072,289.234762888061,3988.85161103659,1496.59231439793,NA,1575.89631877876,2403.98345700103,NA,NA,1968.96124900325,170.098940737268,215.40886289194,1473.27887229389,2403.26787905429,778.820939330836,554.282433143256,1447.14448876993,73.8258999961209,23.3134421040382,848.742855404639,NA,593.671782084786,555.761839635029,77.6172462758935,624.418213472613,0.614383286460426,625.032596759073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19879.6,23223.9,NA,NA,NA,NA,0.00530751596960055,0.0478550677732315,0.0255077621648157,0.118178043146093,0.00486926931677045,0.0328016717269901,0.00338174857767615,0.0478550677732315,0.0124875160527973,0,0.01241395721878,0.00722960657013538,0.00487790083455075,0.0100729374616721,0.00489044867227828,0.00514687529585922,0.0139049296923428,0.00896890926490546,-0.000420774224573095,-0.00259933160044556,0.00100903082589165,0.00615353319602319,0.01002477613041,0.01,0.299040310117398,-0.1388270688139,0,-0.0132155128770709,0.0540181763394176,-0.0478550677732291,-0.0255077621648165,-0.118178043146093,-0.00486926931681719,-0.0328016717269919,-0.00338174857775941,-0.0478550677732291,0.00508651146376282,0.00749510996954528,0.00489214323861953,0.0124139572187798,0.01241395721878,0.01241395721878,0.01241395721878,2022 Q2,44,0,44,0.629670798,0,1,0.0124875160527973,0.01,0.01,0.00338174857767615,0.00338174857767615,0.00487790083455075,0.00487790083455075,0.01002477613041,0.01002477613041,0.00749510996954528,0.00749510996954528,1.06942394972652,1.04451063784599,1.02385502875579,1.04867244649147,1.02397214410071,1.04076908913964,1.05516994896469,1.02778258101797,1.0244504335079,1.03613038800831,1.03613038800831,1.03613038800831,1.05516994896469,1.08506332502597,1.08506332502597,1.05516994896469,1.14621099604334,1.06942394972652,1.01865371796577,1.06942394972652,1.04062252604802,1.06942394972652,1.12722956088316,1.06942394972652,0.82224848742791,1.02778258101797,1.08506332502597,0.990259373977265,1.02397214410071,1.02397214410071,1.06732882734366,1.02231531230305,22979.6748893285,19619.9833702353,117.170993345841,23223.9,19879.6,3988.85161103659,2403.98345700103,1575.89631877876,114.856260352738,121.979486058666,121.892451106073,122.373215606109,778.820939330836,593.671782084786,555.761839635029,77.6172462758935,1968.96124900325,554.282433143256,1473.27887229389,23.3134421040382,215.40886289194,73.8258999961209,170.098940737268,1447.14448876993,2403.26787905429,848.742855404639,742.725845980279,852.217217244834,0.614383286460426,624.418213472613,15521.5227387625,114.363347041406,555.761839635029,186.96400634525,223.059099695808,292.98101576961,2959.02971868932
"210",2022-06-30,23212.3333573839,19726.0022921678,117.720804574625,15705.1207385427,NA,114.877381695301,115.369175030442,122.918553217138,122.830848220194,123.315313917599,879.283545820204,745.229092702484,NA,3282.29168486364,NA,2618.77710385562,1636.12601306559,312.748355636738,4013.34783134748,1503.96738185244,NA,1590.89321658804,2425.66515794953,NA,NA,2058.88282013632,174.329862710647,238.175002907773,1480.41790204329,2425.89395616132,786.232529737952,559.894283719306,1461.79615035494,74.5733527289654,23.549479809147,856.397728702318,NA,595.672664308843,557.634952050494,78.3558849139602,627.43043236394,0.617347096455172,628.047779460395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19975.5,23445.8,NA,NA,NA,NA,0.00544050084060044,0.0456695484375782,0.0248732999455503,0.10568803767027,0.00484567442298367,0.031759894106427,0.00337035089831983,0.0456695484375782,0.00941471290163998,0,0.0101245326218011,0.00540361935746225,0.00482404072516562,0.00955481206860154,0.00449902404439495,0.00469238343965417,0.0118286074678542,0.00730104111522856,-0.000270611582175784,-0.00282948622486967,0.00131041782168251,0.00614117111880508,0.00951642416481979,0.00901907244218281,0.0250559530600705,0,0,-0.0133925016551507,0.0408607707449744,-0.0456695484375796,-0.0248732999455546,-0.10568803767027,-0.0048456744229608,-0.0317598941064311,-0.0033703508982178,-0.0456695484375796,0.00446570936690094,0.00769856628204302,0.00449474999808697,0.0101245326218014,0.0101245326218011,0.0101245326218014,0.0101245326218014,2022 Q3,44,0,44,0.629670798,0,1,0.00941471290163998,0.00901907244218281,0.00901907244218281,0.00337035089831983,0.00337035089831983,0.00482404072516562,0.00482404072516562,0.00951642416481979,0.00951642416481979,0.00769856628204302,0.00769856628204302,1.08025136739206,1.05015477574773,1.02865934913733,1.05869231463921,1.02891182742529,1.04716063021121,1.06521139376501,1.03705222657098,1.02902533140474,1.04410710647723,1.04410710647723,1.04410710647723,1.06521139376501,1.08872036917821,1.08872036917821,1.06521139376501,1.19855793464683,1.08025136739206,1.02358978223279,1.08025136739206,1.15060387878151,1.08025136739206,1.15526747985849,1.08025136739206,0.829989720870851,1.03705222657098,1.08872036917821,1.02170990683268,1.02891182742529,1.02891182742529,1.07995384108144,1.02691036405107,23212.3333573839,19726.0022921678,117.720804574625,23445.8,19975.5,4013.34783134748,2425.66515794953,1590.89321658804,115.369175030442,122.918553217138,122.830848220194,123.315313917599,786.232529737952,595.672664308843,557.634952050494,78.3558849139602,2058.88282013632,559.894283719306,1480.41790204329,23.549479809147,238.175002907773,74.5733527289654,174.329862710647,1461.79615035494,2425.89395616132,856.397728702318,745.229092702484,879.283545820204,0.617347096455172,627.43043236394,15705.1207385427,114.877381695301,557.634952050494,187.59414065199,228.597577687458,298.762776651824,2983.52890821182
