date,gdp,gdph,jgdp,c,ch,jc,jgf,jgs,jgse,jgsi,ptgh,ptgsh,ptgfh,yptmr,yptmd,yptu,gtfp,ypog,yptx,ytpi,yctlg,g,grcsi,dc,gf,gs,gfh,gsh,gfrpt,gfrpri,gfrcp,gfrs,gftfp,gfeg,gsrpt,gsrpri,gsrcp,gsrs,gstfp,gset,gfeghhx,gfeghdx,gfeigx,gfsub,gssub,gsub,gftfbusx,pcw,gdppothq,gdppotq,recessq,gdp_g,gdph_g,gdppothq_g,gdppotq_g,dc_g,jgdp_g,c_g,ch_g,gh_g,gfh_g,gsh_g,g_g,gf_g,gs_g,cpiu_g.x,jgf_g,jgs_g,jc_g,gsrpt_g,gsrpri_g,gsrcp_g,gsrs_g,cpiu_g.y,pcw_g,gftfp_g,gfrpt_g,gfrpri_g,gfrcp_g,gfrs_g,yptmr_g,yptmd_g,gfrptCurrentLaw_g,gfrptCurrentLaw,fshare,gftfpnet_g,gstfp_g,gstfpnet_g,gfsub_g,gssub_g,gfeghhx_g,gfeghdx_g,gfeg_g,gfeigx_g,jgsi_g,jgse_g,yptxb,yfptmd,ysptmd,gfegnet,gstfpnet,gftfpnet
1991-03-31,6035.2,9269.4,65.12,3873.6,5971.7,64.866,58.563,50.404,49.439,54.736,0.49,0.07,0.43,112.9,83.7,24.3,622.5,20.9,580.8000000000001,444,115.3,1284.2,423,64.866,581.4,702.8,992.5,1394.5,459.6,59.7,91.5,412,457.176,115.6,121.2,384.3,23.8,11,165.324,881.6,NA,NA,21.552,26.7,0.4,27.1,23.824,132.9333333333333,9630.8,6270.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609874371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0464848527,32.653515147300006,64.5535151473,114.27751514730002,508.2224848527
1991-06-30,6126.9,9341.6,65.589,3926.9,6021.2,65.221,58.852,50.709,49.749,55.018,0.35,0.19,0.16,115.7,93.1,27.5,643.5,22.1,585.9,451.5,110.9,1296.6,429.7,65.219,586.6,709.9,996.6,1400.1,461.4,61.3,87.5,418.3,464.332,120.5,124.5,390.2,23.4,11.4,179.16799999999998,901.3,NA,NA,21.612,26.8,0.4,27.2,26.968,133.7333333333334,9689.3,6355,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609874371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.77930394009999,36.3206960599,63.72069605990001,122.38869605989998,521.1113039401
1991-09-30,6205.9,9388.8,66.092,3973.3,6051.2,65.664,59.608,51.126,50.223,55.164,-0.23,0.27,-0.5,118.9,98.4,25.9,653.7,23.1,590.2,461.2,111.9,1306.3,435.5,65.661,586.3,719.9,983.4,1408.3,464.1,61.8,88.2,423.7,469.73600000000005,127,126.1,399.4,23.7,11.8,183.964,919.2,NA,NA,21.056,27.1,0.4,27.5,25.364,134.6333333333333,9747,6442.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609874371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.0116381064,38.388361893600006,66.9883618936,123.9523618936,529.7476381064
1991-12-31,6264.5,9421.6,66.476,4000,6048.2,66.14,60.211,51.572,50.795,55.026,-0.61,0.33,-0.94,122.5,112.5,29.4,682.3000000000001,24.2,598.7,471.5,113.1,1308.8,440.59999999999997,66.136,577.4,731.4,958.8,1418.2,469.2,64.2,89.5,428.4,482.992,132.9,129.5,407.3,23.6,12.2,199.30800000000002,947,NA,NA,20.612,27.7,0.4,28.1,25.508,135.7333333333333,9804.6,6519.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609874371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.61086673749999,43.88913326250001,64.28913326250002,130.69713326250002,551.6028667375
1992-03-31,6363.1,9534.3,66.743,4100.4,6161.4,66.555,60.299,51.94,51.274,54.882,0.77,0.61,0.15,127.2,108.3,39.7,710.5,25,588.9,476.40000000000003,125,1326.4,452.5,66.55,580.3,746.1,962.4,1436.5,461.3,63.6,99.8,439.9,514.896,136.2,127.6,412.8,25.2,12.6,195.60399999999998,959.3,NA,NA,21.388,28.2,0.4,28.6,25.104,136.5333333333333,9862.4,6582,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634111623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6742887709,39.62571122909999,67.52571122909998,126.92971122909998,583.5702887709
1992-06-30,6470.8,9637.7,67.141,4155.7,6203.2,66.998,60.519,52.56,51.972,55.142,-0.14,-0.06,-0.07,131,115.4,41.2,729.0999999999999,25.8,607.1,481.3,126.7,1334.8,458.1,66.992,580.9,753.9,959.9,1434.4,470.2,63.1,102,445.1,525.084,139,136.9,418.2,24.7,13,204.016,975.2,NA,NA,22.8,28.8,0.4,29.2,25.416,137.5666666666667,9921.1,6661,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634111623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.1764812942,42.223518705800004,65.8235187058,130.8395187058,598.2604812942
1992-09-30,6566.6,9733,67.462,4227,6269.7,67.425,61.047,52.948,52.416,55.254,0.55,0.03,0.52,134.5,120.6,39.6,741.3,26.4,616.2,486,122.10000000000001,1354,461.2,67.419,594.2,759.8,973.4,1435,479.4,61.9,98.9,447.9,530.14,145,136.8,424.1,23.2,13.3,211.16000000000003,988.2,NA,NA,22.288,30,0.4,30.4,25.36,138.7,9981.2,6734.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634111623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.47386173379999,44.1261382662,68.52613826620001,134.68613826620003,606.6138617337999
1992-12-31,6680.8,9834.5,67.937,4307.2,6344.4,67.895,61.43,53.309,52.8,55.506,0.01,-0.03,0.04,137.7,120.8,38,746.1000000000001,26.8,639,489.9,131.6,1362.8,456.5,67.889,598.4,764.4,974.1,1433.9,499,64.6,107.2,442.9,537.6800000000001,146.5,140,425.3,24.4,13.6,208.42000000000002,991.3,NA,NA,23.064,31.8,0.4,32.2,23.42,139.8,10042.2,6821.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634111623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6006840584,44.19931594159999,69.8993159416,131.8193159416,614.2806840584001
1993-03-31,6729.5,9851,68.341,4349.5,6368.8,68.299,61.584,53.62,53.088,55.919,-1.01,0.16,-1.17,143.4,124.4,35.1,766.5,28,617,489.7,136.3,1351.8,475.90000000000003,68.294,580.3,771.5,942.2,1438.9,480.3,62.2,111.5,462.1,556.972,148.8,136.7,427.5,24.8,13.8,209.52800000000002,1001.1,78.072,73.888,21.784,35.1,0.4,35.5,20.628,140.7666666666667,10104.3,6902.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628905069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.888,50.512,74.912,135.64000000000001,630.86
1993-06-30,6808.9,9908.3,68.744,4418.6,6426.7,68.758,61.855,53.936,53.402,56.245,0.01,0.37,-0.36,144.7,124.8,35.5,771.7,28.3,643.6,497.6,148.70000000000002,1359.1,476.5,68.753,576.7,782.3,932.3,1450.6,505.3,64.8,121.9,462.4,560.192,151.4,138.3,432.8,26.8,14.1,211.50799999999998,1011.6,80.831,76.036,22.472,37.2,0.4,37.6,21.808,141.7333333333334,10167.9,6987.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628905069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.036,48.763999999999996,75.364,135.47199999999998,636.2280000000001
1993-09-30,6882.1,9955.6,69.089,4487.2,6498.2,69.057,62.303,54.09,53.576,56.302,0.11,0.24,-0.13,147.5,135.2,35.5,786.3000000000001,28.7,659.2,504.9,140.7,1367.4,481,69.052,578.7,788.7,928.8,1458.2,515.6,65.4,115.5,466.8,563.9200000000001,157.2,143.6,439.5,25.2,14.2,222.38,1028.1,85.251,80.604,24.884,37.3,0.4,37.7,21.78,142.3333333333333,10232.3,7073.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628905069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.604,54.59599999999999,76.59599999999999,141.776,644.5240000000001
1993-12-31,7013.7,10091,69.495,4552.7,6555.3,69.455,62.861,54.362,53.85,56.565,0.29,0.23,0.07,151.6,136,33.2,791.3,29.2,675.3,520.3,171.8,1381.4,485.2,69.45,584.9,796.5,930.4,1465.3,529.5,73.1,141,470.8,567.46,165.5,145.8,447.2,30.8,14.4,223.83999999999997,1036.1,88.178,84.1,24.764,35.7,0.4,36,22.14,143.4333333333333,10297.7,7157.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628905069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.1,51.900000000000006,81.4,139.73999999999998,651.5600000000001
1994-03-31,7115.7,10189,69.851,4621.2,6630.3,69.704,63.15,54.807,54.301,56.978,-0.97,0.19,-1.16,156.9,136.6,28,805.4,30.1,673.6,531.5,149.5,1373.4,500.40000000000003,69.699,567,806.3,897.9,1471.3,526.7,75.5,122.4,485.8,579.992,162.4,146.9,456,27.1,14.6,225.408,1046.6,84.002,78.948,23.632,33.2,0.4,33.6,21.808,144.0333333333333,10363.7,7237.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603002663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.948,57.652,83.45200000000001,146.45999999999998,658.9399999999999
1994-06-30,7246.9,10327,70.184,4683.2,6681.8,70.093,63.679,55.111,54.617,57.225,0.4,0.52,-0.13,162.2,137.1,24.4,810.1,30.7,697.8,544.4,158,1389.4,507.6,70.088,569.4,820,894.1,1488.1,555.9,78.6,129.3,493,584.104,164.9,141.9,465.8,28.7,14.6,225.996,1060.5,86.255,81.772,23.952,32,0.3,32.4,22.096,144.8666666666667,10430.1,7319.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603002663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.772,55.32799999999999,83.128,144.224,665.8760000000001
1994-09-30,7331.1,10387.4,70.558,4752.8,6732.8,70.596,64.045,55.593,55.095,57.726,1.3,0.53,0.76,167.1,136.2,22.1,813.7,31.2,695.4000000000001,550.5,173.8,1423.4,513.5,70.591,586.5,836.9,915.8,1505.6,544.2,80.5,142.4,499,588.736,167.3,151.2,470,31.4,14.5,224.964,1077.4,87.978,82.892,25.152,31.6,0.3,31.9,21.264,146.4,10497.7,7409,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603002663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.892,53.30799999999999,84.40800000000002,142.072,671.6279999999999
1994-12-31,7455.3,10506.4,70.952,4826.7,6805.6,70.927,64.571,56.065,55.565,58.207,-0.66,0.17,-0.83,171.6,147.8,21.3,833.8000000000001,31.6,705.4,554.7,183.60000000000002,1422.9,521.2,70.923,575.8,847.1,891.7,1511.1,553.4,81.4,150.9,506.8,597.5400000000001,172.8,152,473.3,32.7,14.4,236.26,1100.7,89.829,85.54,26.476,31.9,0.3,32.2,20.56,147.2666666666667,10566.2,7497.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603002663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.54,62.260000000000005,87.26,150.71999999999997,683.08
1995-03-31,7522.3,10543.6,71.356,4862.4,6822.5,71.274,65.115,56.378,55.821,58.788,0.28,0.36,-0.08,175.7,152.5,20.9,858,31.9,724.6,555.4,187.8,1437.6,528.2,71.27,579.1,858.5,889.2,1522.9,567.7,76.6,155.3,514.2,617.456,175.6,156.9,478.8,32.5,14,240.544,1118.5,95.218,90.524,27.744,33.6,0.3,34,20.144,148.3333333333333,10635.1,7587.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593288785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.524,61.976,85.076,150.02,707.98
1995-06-30,7581,10575.1,71.706,4933.6,6882.3,71.689,65.549,56.806,56.251,59.208,0.26,0.36,-0.1,179.6,152.5,21.6,865.5999999999999,32.3,746.8,553.6,184.4,1452.9,532.7,71.685,581,871.9,886.2,1534.9,594.4,75.7,153.1,519,624.044,174.8,152.4,477.9,31.3,13.7,241.55599999999998,1132.8,94.484,90.54,28.028,34.3,0.3,34.6,20.856,149.5,10704.9,7674.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593288785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.54,61.959999999999994,84.26,151.01599999999996,714.584
1995-09-30,7683.1,10665.1,72.027,4998.7,6944.7,71.981,65.888,57.04,56.464,59.535,-0.19,0.05,-0.24,183.2,152.7,22,870.7,32.9,752.2,558.9,191,1455.7,538.1,71.978,579.3,876.3,879.1,1536.4,591.5,75.4,159.1,524.6,628.716,175.8,160.7,483.5,31.9,13.5,241.98399999999998,1136.8,93.858,89.28,26.448,34.8,0.3,35.1,21.284,150.1666666666667,10775.4,7762.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593288785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.28,63.41999999999999,86.52000000000001,152.70399999999998,717.996
1995-12-31,7772.6,10737.5,72.367,5055.7,6993.1,72.298,66.798,57.258,56.656,59.878,-0.78,0.24,-1.02,186.5,140.7,22.5,864.5999999999999,33.5,770,563.8,187.1,1451.6,543.1,72.294,567.3,884.3,849.1,1544.4,607.6,74.5,156.2,529.9,634.0319999999999,171.7,162.4,489.3,30.9,13.2,230.568,1131.2,92.181,87.568,26.816,35.2,0.3,35.5,21.768,151,10847.6,7852.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.593288785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.568,53.13199999999999,84.13199999999999,143,721.5999999999999
1996-03-31,7868.5,10817.9,72.7,5130.6,7057.6,72.7,66.955,57.83,57.281,60.199,0.51,-0.08,0.59,189.6,151.3,23,893.2,34,801.7,570.4,194.3,1471.3,545.9,72.696,579.8,891.5,865.9,1541.6,636.4,72.6,162.4,532.9,652.724,177.1,165.3,497.8,31.9,13,240.476,1145.1,94.539,88.772,29.136,35.2,0.3,35.5,22.276,152.4,10921,7943.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.772,62.528000000000006,88.32799999999999,151.704,741.4960000000001
1996-06-30,8032.8,10998.3,72.997,5220.5,7133.6,73.187,66.596,57.909,57.362,60.266,0.96,0.66,0.3,192.9,165.8,22.7,912.9000000000001,34.6,839.5,577.7,205.4,1487.7,554.4000000000001,73.182,582.1,905.5,874.1,1563.8,673.6,71.2,171.9,541.7,658.652,185.5,165.9,506.5,33.5,12.7,254.248,1171.4,102.461,96.376,27.904,35.1,0.3,35.4,22.048,153.7333333333334,10999.7,8033.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.376,69.424,89.124,157.87199999999999,755.028
1996-09-30,8131.4,11097,73.352,5274.5,7176.8,73.499,66.983,58.275,57.742,60.565,0.01,0.38,-0.38,196.5,158.8,21.6,908.5,35.2,843.5,581.8000000000001,205.89999999999998,1496.7,561.8,73.494,577.8,919,862.5,1577.1,674.2,71.7,172.6,549.5,662.696,182.9,169.3,510.1,33.3,12.3,245.804,1176,99.672,94.872,27.116,34.9,0.3,35.2,21.004,154.5666666666667,11084.9,8122.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.872,63.92800000000001,88.028,150.93200000000002,757.568
1996-12-31,8259.8,11212.2,73.662,5352.8,7233.9,73.999,67.212,58.693,58.21,60.761,0.52,0.65,-0.13,200.4,156.9,21.7,910.6,35.8,863.5,593.1999999999999,208.70000000000002,1515.7,569.4,73.995,576.9,938.8,858.3,1599.6,689.4,75.9,175.3,557.5,667.812,180.3,174.1,517.3,33.4,11.9,242.78799999999998,1192,97.609,93.892,28.72,34.4,0.4,34.8,21.088,155.8666666666667,11176,8233.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.598665966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.892,63.00800000000001,86.40800000000002,148.896,761.704
1997-03-31,8362.7,11284.6,73.992,5433.1,7310.2,74.326,67.442,59.082,58.609,61.104,-0.38,0.01,-0.39,204.4,161.4,21,930.5,37.2,902.0999999999999,595.8,210,1516,577.3,74.323,570.7,945.3,846.2,1600.1,724.3,72,176.9,566,684.192,184.6,177.8,523.8,33.1,11.3,246.308,1202.5,98.691,95.98,28.4,34,0.4,34.4,20.308,156.8,11273,8354.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590330061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.98,65.42,88.61999999999999,150.32799999999997,780.172
1997-06-30,8518.8,11472.1,74.361,5471.3,7343.1,74.512,67.885,59.273,58.749,61.521,0.96,0.34,0.62,207.1,159.4,20.4,931.1999999999999,38,916.1999999999999,610.4000000000001,214.1,1542.5,584.9,74.509,587.2,955.4,865,1611.9,739.3,79.7,180.5,574,687.708,184.2,176.9,530.7,33.6,10.9,243.492,1209,98.642,94.924,29.016,33.2,0.4,33.6,19.792,157.1,11375,8446.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590330061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.924,64.476,89.27599999999998,148.56799999999998,782.632
1997-09-30,8662.8,11615.6,74.581,5579.2,7468.2,74.709,68.042,59.531,59.03,61.677,0.34,0.46,-0.11,208.3,163.7,19.6,937.2,38.6,941.1,616.5,226,1555.2,593.5,74.706,586,969.2,861.3,1628.1,757,79.9,190.5,582.9,690.1360000000001,187.5,184.1,536.6,35.5,10.6,247.064,1225.5,101.001,97.108,29.084,33,0.4,33.4,19.064,157.8,11482.5,8563.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590330061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.108,66.59199999999998,90.392,149.956,787.2440000000001
1997-12-31,8765.9,11715.4,74.848,5663.6,7557.4,74.943,68.519,59.997,59.512,62.074,0.37,0.41,-0.04,207.9,168,19.4,942.6000000000001,39,967.8,623.7,215.9,1574.8,605.3,74.941,589.2,985.6,859.9,1642.8,778.6,79.7,181.5,594.8,691.3480000000001,196.3,189.2,544,34.4,10.5,251.252,1243.5,105.738,101.384,28.744,33.3,0.5,33.8,18.852,158.5333333333333,11594.2,8675.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590330061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.384,66.616,94.91600000000001,149.868,792.7320000000001
1998-03-31,8866.5,11832.5,74.924,5721.3,7633.9,74.949,68.232,60.077,59.605,62.095,-0.25,0.41,-0.66,206.4,167.2,19.4,951.8000000000001,39.1,996.2,629.1,213.5,1568,613.3,74.947,572.2,995.9,838.5,1657.8,800.6,79.5,178.8,602.8,700.8480000000001,197.3,195.6,549.6,34.7,10.5,250.952,1250.5,103.992,99.444,27.052,33.4,0.5,33.8,18.852,158.7333333333333,11709.6,8774.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583931481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.444,67.75599999999999,97.85600000000001,151.50799999999998,800.292
1998-06-30,8969.7,11942,75.119,5832.6,7768.3,75.084,68.671,60.344,59.923,62.134,1.25,0.74,0.51,205.3,170,19.3,956.0000000000001,39.3,1022.3,635.5,209.9,1603.7,622.8,75.081,587.1,1016.6,854.9,1684.9,820.9,80.1,175.4,612.3,701.9000000000001,197,201.4,555.4,34.5,10.5,254.10000000000002,1272.2,106.287,101.608,27.336,34.6,0.5,35,18.8,159.2,11828.7,8884.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583931481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.608,68.392,95.392,152.49200000000002,803.508
1998-09-30,9121.1,12091.6,75.41,5926.8,7869.6,75.317,69.119,60.796,60.391,62.517,0.56,0.65,-0.09,205,168.1,20.3,957.4000000000001,40,1043.2,643.1,215.8,1627.3,632.5,75.313,588.6,1038.6,851.6,1708.6,841.6,81.5,180.1,622.2,703.72,201.8,201.6,561.6,35.7,10.3,253.68,1290.9,106.646,102.26,29.104,36.3,0.4,36.8,19.78,159.9666666666667,11950.2,9014.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583931481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.26,65.83999999999999,99.54,151.42000000000002,805.98
1998-12-31,9294,12287,75.613,6028.2,7983.3,75.515,69.341,61.305,60.936,62.87,0.45,0.27,0.18,205.5,175.4,19.8,966.4000000000001,41.1,1068,650.3000000000001,211.2,1647.5,642.3000000000001,75.51,594.2,1053.2,857,1718.3,861.7,81.7,176.4,632.2,705.388,207,206.3,568.6,34.8,10.1,261.012,1312.2,110.762,103.952,31.232,39.4,0.4,39.9,19.312,160.7666666666667,12074,9132.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583931481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.952,71.44800000000001,103.048,157.06,809.34
1999-03-31,9417.3,12403.3,75.859,6102.5,8060.8,75.713,69.546,61.827,61.521,63.122,0.5,0.51,-0.01,206.6,181.1,20.8,983.3,42.3,1078,657.5,222.3,1669.4,653.4,75.707,595.5,1073.9,856.3,1737.3,869.8,81.3,186,643.5,715.196,214.7,208.2,576.2,36.3,9.9,268.104,1338.9,114.027,107.1,27.78,42,0.4,42.4,20.304,161.3666666666667,12200.4,9263.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58507835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.1,74,107.6,161.004,822.296
1999-06-30,9524.2,12498.7,76.19,6225.3,8178.3,76.127,70.128,62.66,62.438,63.59,0.28,0.3,-0.02,207.9,179.1,20.9,985,43.5,1095.2,667,219.9,1695.2,659,76.12,599.8,1095.4,855.4,1748.4,885.8,81.6,184.4,649.3,718.196,211.8,209.4,585.4,35.5,9.7,266.80400000000003,1357.4,113.559,107.208,32.192,44.6,0.4,45,20.404,162.5333333333333,12328.4,9394.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58507835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.208,71.892,104.59200000000001,159.59600000000003,825.404
